location,total_sqft,bath,price,BHK,price_per_sqft
kr puram,750.0,2,25.0,2,3333.3333333333335
kr puram,1015.0,2,43.0,2,4236.453201970443
kr puram,1470.0,2,86.0,2,5850.340136054422
kr puram,714.0,1,28.0,1,3921.5686274509803
kr puram,1142.0,2,51.0,2,4465.84938704028
kr puram,1115.0,2,33.45,2,3000.0000000000005
kr puram,1021.0,2,48.0,2,4701.273261508325
kr puram,1559.0,3,69.315,3,4446.119307248236
kr puram,1035.0,2,40.5,2,3913.0434782608695
kr puram,1550.0,2,71.0,2,4580.645161290323
kr puram,1192.5,2,51.22,2,4295.17819706499
kr puram,1100.0,2,46.0,2,4181.818181818182
kr puram,1290.0,2,49.02,2,3800.0
kr puram,1100.0,2,43.0,2,3909.090909090909
kr puram,950.0,2,40.0,2,4210.526315789473
kr puram,1156.0,2,72.0,2,6228.3737024221455
kr puram,1000.0,2,60.0,2,6000.0
kr puram,1001.0,2,30.0,2,2997.002997002997
kr puram,750.0,2,40.0,2,5333.333333333333
kr puram,2000.0,6,85.0,6,4250.0
kr puram,1000.0,2,44.5,2,4450.0
kr puram,1200.0,2,47.0,2,3916.6666666666665
kr puram,1200.0,1,65.0,2,5416.666666666667
kr puram,1076.0,2,67.0,2,6226.7657992565055
kr puram,1140.0,2,43.32,2,3800.0
kr puram,4300.0,6,175.0,6,4069.767441860465
kr puram,1200.0,2,42.0,2,3500.0
kr puram,1040.0,2,50.0,2,4807.692307692308
kr puram,1200.0,4,83.0,4,6916.666666666667
kr puram,734.0,2,22.0,2,2997.275204359673
kr puram,1120.0,2,36.0,2,3214.285714285714
kr puram,1150.0,2,42.0,2,3652.1739130434785
kr puram,4600.0,9,200.0,9,4347.826086956522
kr puram,1050.0,2,55.0,2,5238.0952380952385
kr puram,1057.0,2,30.0,2,2838.2213812677387
kr puram,1085.0,2,46.5,2,4285.714285714285
kr puram,1700.0,3,105.0,3,6176.470588235294
kr puram,1200.0,2,72.0,2,6000.0
kr puram,3628.0,4,246.0,4,6780.595369349504
kr puram,2000.0,2,75.0,2,3750.0
kr puram,1100.0,2,45.0,2,4090.909090909091
kr puram,1035.0,2,40.0,2,3864.7342995169083
kr puram,1116.0,2,45.0,2,4032.2580645161293
kr puram,1290.0,2,69.0,2,5348.837209302325
kr puram,1300.0,2,57.0,3,4384.615384615385
kr puram,866.28,2,36.38,2,4199.565960197628
kr puram,1096.0,2,43.0,2,3923.3576642335765
kr puram,1204.0,2,58.0,2,4817.275747508305
kr puram,700.0,1,21.5,1,3071.4285714285716
kr puram,1205.0,2,45.79,2,3800.0
kr puram,1827.0,3,97.0,3,5309.250136836344
kr puram,1075.0,2,32.25,2,3000.0
kr puram,1100.0,2,39.9,2,3627.2727272727275
kr puram,2800.0,6,110.0,7,3928.5714285714284
kr puram,1020.0,2,39.0,2,3823.529411764706
kr puram,1200.0,2,75.0,2,6250.0
kr puram,1245.0,2,60.0,2,4819.277108433735
kudlu,1152.0,2,53.5,2,4644.097222222223
kudlu,1027.0,2,43.0,2,4186.952288218111
kudlu,1092.0,2,44.0,2,4029.3040293040294
kudlu,1143.0,2,55.0,2,4811.898512685914
kudlu,1024.0,2,44.0,2,4296.875
kudlu,1600.0,3,79.0,3,4937.5
kudlu,1027.0,2,42.0,2,4089.581304771178
kudlu,1076.0,2,50.0,2,4646.840148698885
kudlu,1027.0,2,44.0,2,4284.323271665044
kudlu,1084.0,2,53.0,2,4889.29889298893
kudlu,1300.0,2,56.0,2,4307.692307692308
kudlu,1245.0,2,60.0,3,4819.277108433735
kudlu,1110.0,2,46.0,2,4144.144144144144
kudlu,2100.0,3,114.0,4,5428.571428571428
kudlu,720.0,1,33.0,1,4583.333333333333
kudlu,1162.0,2,52.0,2,4475.043029259897
kudlu,1041.0,2,53.0,2,5091.258405379443
kudlu gate,1535.0,3,83.0,3,5407.166123778502
kudlu gate,1535.0,3,85.0,3,5537.459283387622
kudlu gate,1535.0,3,78.0,3,5081.4332247557
kudlu gate,1535.0,3,86.0,3,5602.605863192182
kudlu gate,1564.0,2,92.0,3,5882.35294117647
kudlu gate,1238.0,2,55.0,2,4442.64943457189
kudlu gate,1335.0,3,89.0,3,6666.666666666667
kudlu gate,703.0,1,52.0,1,7396.870554765292
kudlu gate,1532.0,3,83.0,3,5417.754569190601
kudlu gate,1113.0,2,50.0,2,4492.36298292902
kudlu gate,1185.0,2,50.0,2,4219.4092827004215
kudlu gate,1215.0,2,45.0,2,3703.703703703704
kudlu gate,812.0,2,38.25,2,4710.591133004926
kudlu gate,1547.0,2,103.0,2,6658.047834518423
kudlu gate,1336.0,2,86.0,2,6437.125748502994
kudlu gate,1919.0,3,121.0,3,6305.367378843148
kudlu gate,1464.0,3,56.0,2,3825.136612021858
kudlu gate,1850.0,3,120.0,3,6486.486486486487
kudlu gate,940.0,2,69.57,2,7401.063829787233
kudlu gate,1215.0,2,44.96,2,3700.411522633745
kudlu gate,1164.0,2,75.0,2,6443.298969072165
kudlu gate,1183.0,2,79.54,2,6723.584108199494
kudlu gate,1850.0,3,110.0,3,5945.945945945946
kudlu gate,1200.0,2,44.4,2,3700.0
kudlu gate,1310.0,2,53.0,2,4045.8015267175574
kumaraswami layout,2000.0,4,139.0,4,6950.0
kumaraswami layout,1000.0,2,48.5,2,4850.0
kumaraswami layout,1000.0,2,58.0,2,5800.0
kumaraswami layout,2400.0,7,125.0,7,5208.333333333333
kumaraswami layout,2400.0,2,125.0,3,5208.333333333333
kumaraswami layout,1310.0,2,70.0,3,5343.511450381679
kumaraswami layout,850.0,1,78.0,1,9176.470588235294
kumaraswami layout,3200.0,7,150.0,7,4687.5
kumaraswami layout,1310.0,2,85.0,3,6488.5496183206105
kumaraswami layout,2450.0,3,110.0,4,4489.7959183673465
kumaraswami layout,3100.0,7,145.0,7,4677.419354838709
kumaraswami layout,1200.0,3,75.0,3,6250.0
kumaraswami layout,1081.0,2,60.0,2,5550.416281221092
kundalahalli,1724.0,3,125.0,3,7250.580046403712
kundalahalli,1030.0,2,49.0,2,4757.281553398058
kundalahalli,735.0,2,57.99,2,7889.7959183673465
kundalahalli,1047.0,2,82.0,2,7831.900668576886
kundalahalli,1397.0,3,105.0,3,7516.1059413027915
kundalahalli,1724.0,3,127.0,3,7366.589327146172
kundalahalli,1010.0,2,49.27,2,4878.217821782178
kundalahalli,1397.0,3,110.0,3,7874.0157480314965
kundalahalli,1397.0,3,104.0,3,7444.523979957051
kundalahalli,1397.0,3,108.0,3,7730.851825340014
kundalahalli,1920.0,3,150.0,3,7812.5
kundalahalli,1724.0,3,124.0,3,7192.5754060324825
kundalahalli,1047.0,2,84.0,2,8022.9226361031515
kundalahalli,1047.0,2,83.0,2,7927.411652340019
kundalahalli,7000.0,4,550.0,4,7857.142857142857
kundalahalli,1120.0,2,53.76,2,4800.0
kundalahalli,1047.0,2,82.62,2,7891.117478510028
kundalahalli,1047.0,2,91.0,2,8691.499522445081
kundalahalli,1724.0,3,146.0,3,8468.677494199535
kundalahalli,1600.0,3,170.0,3,10625.0
kundalahalli,1010.0,2,48.27,2,4779.207920792079
kundalahalli,1047.0,2,89.0,2,8500.477554918816
kundalahalli,2500.0,5,245.0,4,9800.0
kundalahalli,1047.0,2,72.0,2,6876.790830945559
kundalahalli,1260.0,2,58.0,2,4603.174603174603
kundalahalli,3092.0,4,230.0,4,7438.551099611902
kundalahalli,1065.0,2,70.0,2,6572.769953051643
kundalahalli,1724.0,3,128.0,3,7424.593967517401
kundalahalli,1315.0,2,74.0,2,5627.376425855513
kundalahalli,2100.0,3,150.0,3,7142.857142857143
kundalahalli,1724.0,3,140.0,3,8120.649651972158
kundalahalli,1175.0,2,65.0,2,5531.914893617021
laggere,2800.0,5,125.0,5,4464.285714285715
laggere,1200.0,3,130.0,3,10833.333333333334
laggere,1200.0,1,125.0,1,10416.666666666666
laggere,1200.0,2,75.0,2,6250.0
laggere,620.0,2,48.0,1,7741.935483870968
lakshminarayana pura,1185.0,2,75.0,2,6329.113924050633
lakshminarayana pura,1600.0,2,108.0,3,6750.0
lakshminarayana pura,1180.0,2,75.0,2,6355.932203389831
lakshminarayana pura,1172.0,2,82.0,2,6996.587030716723
lakshminarayana pura,1179.0,2,75.0,2,6361.323155216285
lakshminarayana pura,1149.0,2,75.0,2,6527.415143603133
lakshminarayana pura,1336.0,2,100.0,2,7485.029940119761
lakshminarayana pura,1175.0,2,75.0,2,6382.978723404255
lakshminarayana pura,1190.0,2,75.0,2,6302.5210084033615
lakshminarayana pura,1200.0,2,75.0,2,6250.0
lakshminarayana pura,1165.0,2,75.0,2,6437.768240343347
lakshminarayana pura,1145.0,2,75.0,2,6550.218340611354
lakshminarayana pura,1500.0,3,104.0,3,6933.333333333333
lakshminarayana pura,1210.0,2,75.0,2,6198.347107438017
lakshminarayana pura,1169.0,2,75.0,2,6415.739948674081
lakshminarayana pura,1172.0,2,75.0,2,6399.317406143345
lakshminarayana pura,1200.0,2,83.0,2,6916.666666666667
lakshminarayana pura,1200.0,2,80.0,2,6666.666666666667
lakshminarayana pura,1195.0,2,75.0,2,6276.150627615063
lb shastri nagar,1043.0,2,55.0,2,5273.250239693192
lb shastri nagar,1184.0,2,69.0,2,5827.7027027027025
lb shastri nagar,665.0,1,32.0,1,4812.0300751879695
lb shastri nagar,1250.0,2,48.5,2,3880.0
lb shastri nagar,1400.0,2,80.0,3,5714.285714285715
lb shastri nagar,1184.0,2,62.0,2,5236.486486486487
lb shastri nagar,1200.0,2,47.0,2,3916.6666666666665
lb shastri nagar,1200.0,2,75.0,2,6250.0
lb shastri nagar,1000.0,2,49.5,2,4950.0
lingadheeranahalli,1521.0,3,95.0,3,6245.890861275477
lingadheeranahalli,1511.0,3,95.0,3,6287.22700198544
lingadheeranahalli,1683.0,3,109.0,3,6476.5300059417705
lingadheeranahalli,1519.0,3,93.0,3,6122.448979591837
lingadheeranahalli,1521.0,3,94.99,3,6245.233399079553
lingadheeranahalli,1682.0,3,120.0,3,7134.36385255648
lingadheeranahalli,1521.0,3,94.71,3,6226.824457593689
lingadheeranahalli,1893.0,3,130.0,3,6867.406233491812
lingadheeranahalli,1705.0,3,110.0,3,6451.612903225807
lingadheeranahalli,2245.0,4,154.0,4,6859.688195991092
lingadheeranahalli,1682.0,3,113.0,3,6718.192627824019
lingadheeranahalli,1682.0,3,114.0,3,6777.645659928657
lingadheeranahalli,1506.0,3,95.0,3,6308.100929614874
lingadheeranahalli,1683.0,3,110.0,3,6535.9477124183
lingadheeranahalli,1684.0,3,120.0,3,7125.890736342043
lingadheeranahalli,2236.0,4,153.0,4,6842.57602862254
lingadheeranahalli,1894.0,4,114.0,3,6019.007391763464
lingadheeranahalli,2240.0,4,160.0,4,7142.857142857143
magadi road,3600.0,6,141.0,6,3916.6666666666665
magadi road,1116.0,2,50.0,2,4480.286738351255
magadi road,884.0,2,41.1,2,4649.321266968326
magadi road,1005.0,2,55.78,2,5550.248756218905
magadi road,1000.0,2,46.5,2,4650.0
magadi road,1500.0,2,93.0,4,6200.0
magadi road,1345.0,2,55.0,2,4089.2193308550186
magadi road,5000.0,6,360.0,5,7200.0
magadi road,1116.0,2,51.89,2,4649.641577060932
magadi road,1052.0,2,60.0,3,5703.42205323194
magadi road,940.0,2,50.0,2,5319.148936170212
magadi road,1318.0,2,68.0,3,5159.332321699545
magadi road,884.0,2,48.0,2,5429.864253393665
mahadevpura,1150.0,2,52.0,2,4521.739130434783
mahadevpura,1250.0,2,52.0,2,4160.0
mahadevpura,1260.0,2,57.6,2,4571.428571428572
mahadevpura,730.0,1,35.0,1,4794.520547945205
mahadevpura,1434.0,2,67.39,3,4699.442119944212
mahadevpura,1146.0,2,53.8,2,4694.5898778359515
mahadevpura,1532.0,2,62.0,2,4046.9973890339425
mahadevpura,1620.0,2,76.0,3,4691.358024691358
mahadevpura,1136.0,2,64.5,2,5677.816901408451
mahadevpura,1400.0,2,65.8,3,4700.0
mahadevpura,1137.0,2,53.4,2,4696.5699208443275
mahadevpura,1601.0,3,95.0,3,5933.791380387258
mahadevpura,1450.0,3,75.0,3,5172.413793103448
mahadevpura,1152.0,2,54.0,2,4687.5
mahadevpura,1212.0,2,56.9,2,4694.7194719471945
mahadevpura,1505.0,3,78.0,3,5182.724252491695
mahadevpura,1500.0,2,70.0,3,4666.666666666667
mahadevpura,1236.0,2,58.0,2,4692.556634304207
mahadevpura,1120.0,2,53.0,2,4732.142857142857
mahalakshmi layout,1575.0,5,158.0,4,10031.746031746032
mahalakshmi layout,1105.0,2,80.0,2,7239.819004524887
mahalakshmi layout,1200.0,3,160.0,4,13333.333333333334
mahalakshmi layout,1200.0,2,110.0,3,9166.666666666666
mahalakshmi layout,1876.0,3,150.0,3,7995.735607675906
mallasandra,1665.0,3,95.0,3,5705.705705705705
mallasandra,1665.0,3,86.58,3,5200.0
mallasandra,1340.0,2,61.0,2,4552.238805970149
mallasandra,1325.0,2,70.0,2,5283.018867924528
mallasandra,1665.0,3,86.91,3,5219.81981981982
mallasandra,905.0,2,40.0,2,4419.889502762431
mallasandra,1325.0,2,65.0,2,4905.66037735849
mallasandra,1325.0,2,73.0,2,5509.433962264151
mallasandra,1565.0,2,69.0,2,4408.945686900958
mallasandra,905.0,2,35.0,2,3867.403314917127
mallasandra,1524.0,2,72.0,3,4724.4094488188975
mallasandra,1100.0,2,76.3,3,6936.363636363636
malleshpalya,1140.0,2,46.5,2,4078.9473684210525
malleshpalya,1225.0,2,46.86,2,3825.3061224489797
malleshpalya,1052.0,2,50.0,2,4752.851711026616
malleshpalya,1405.0,2,77.0,3,5480.427046263345
malleshpalya,1065.0,2,50.0,2,4694.835680751174
malleshpalya,1210.0,2,55.0,2,4545.454545454545
malleshpalya,1060.0,2,40.0,2,3773.5849056603774
malleshpalya,1430.0,2,69.5,3,4860.1398601398605
malleshpalya,1421.0,2,90.0,2,6333.56790992259
malleshpalya,1245.0,2,55.0,2,4417.6706827309235
malleshpalya,1200.0,2,46.0,2,3833.3333333333335
malleshpalya,1225.0,2,52.0,2,4244.897959183673
malleshwaram,705.0,1,67.0,1,9503.54609929078
malleshwaram,2500.0,5,325.0,4,13000.0
malleshwaram,2006.0,3,297.0,3,14805.583250249252
malleshwaram,686.0,1,62.5,1,9110.787172011662
malleshwaram,2475.0,4,332.0,3,13414.141414141413
malleshwaram,2610.0,3,399.0,3,15287.356321839081
malleshwaram,2475.0,4,320.0,3,12929.29292929293
malleshwaram,900.0,2,95.0,2,10555.555555555555
malleshwaram,1420.0,2,158.0,2,11126.760563380281
malleshwaram,2000.0,3,250.0,3,12500.0
malleshwaram,2215.0,3,275.0,3,12415.349887133183
malleshwaram,2475.0,4,300.0,3,12121.212121212122
malleshwaram,2215.0,4,310.0,3,13995.48532731377
malleshwaram,480.0,1,60.0,1,12500.0
malleshwaram,1290.0,2,120.0,2,9302.32558139535
malleshwaram,2475.0,4,326.0,3,13171.717171717171
malleshwaram,2476.0,3,337.0,3,13610.662358642972
malleshwaram,900.0,2,90.0,2,10000.0
malleshwaram,2050.0,4,270.0,3,13170.731707317073
malleshwaram,900.0,2,72.0,2,8000.0
malleshwaram,620.0,1,86.8,1,14000.0
malleshwaram,600.0,1,68.0,2,11333.333333333334
malleshwaram,2475.0,4,337.0,3,13616.161616161617
malleshwaram,2215.0,3,330.0,3,14898.419864559819
malleshwaram,1020.0,2,80.0,2,7843.137254901961
malleshwaram,600.0,1,90.0,2,15000.0
malleshwaram,2200.0,3,275.0,3,12500.0
malleshwaram,1500.0,2,140.0,2,9333.333333333334
malleshwaram,2475.0,4,340.0,3,13737.373737373737
malleshwaram,1400.0,2,190.0,2,13571.42857142857
malleshwaram,2400.0,3,380.0,3,15833.333333333334
malleshwaram,580.0,1,45.0,1,7758.620689655172
malleshwaram,1410.0,2,125.0,2,8865.248226950354
marathahalli,1220.0,2,57.0,2,4672.131147540984
marathahalli,1200.0,2,52.0,2,4333.333333333333
marathahalli,1200.0,2,60.0,2,5000.0
marathahalli,1933.0,3,140.0,3,7242.628039317124
marathahalli,950.0,2,46.96,2,4943.1578947368425
marathahalli,1230.0,2,80.0,2,6504.065040650406
marathahalli,3800.0,4,250.0,4,6578.9473684210525
marathahalli,1019.0,2,49.85,2,4892.051030421982
marathahalli,1215.0,2,67.0,2,5514.40329218107
marathahalli,2181.0,3,152.0,4,6969.280146721688
marathahalli,1170.0,2,53.0,2,4529.91452991453
marathahalli,1019.0,2,49.86,2,4893.032384690873
marathahalli,1325.0,2,71.55,2,5400.0
marathahalli,1220.0,2,56.5,2,4631.147540983607
marathahalli,1152.0,2,56.0,2,4861.111111111111
marathahalli,1610.0,3,90.0,3,5590.062111801242
marathahalli,1146.0,2,70.0,2,6108.202443280978
marathahalli,1469.0,3,89.0,3,6058.543226684819
marathahalli,2519.0,5,185.0,4,7344.184200079397
marathahalli,957.0,2,46.9,2,4900.73145245559
marathahalli,1583.0,3,105.0,3,6632.975363234365
marathahalli,2524.0,5,190.0,4,7527.733755942948
marathahalli,1071.0,2,52.25,2,4878.618113912232
marathahalli,1215.0,2,58.86,2,4844.444444444444
marathahalli,1102.0,2,53.67,2,4870.235934664247
marathahalli,1900.0,3,123.0,3,6473.684210526316
marathahalli,1045.0,2,60.0,2,5741.626794258374
marathahalli,1365.0,2,73.0,2,5347.985347985348
marathahalli,1208.0,2,70.0,2,5794.701986754967
marathahalli,1325.0,1,92.0,2,6943.396226415094
marathahalli,1525.0,3,90.0,3,5901.639344262295
marathahalli,1937.0,3,140.0,3,7227.671657201859
marathahalli,1350.0,2,86.0,2,6370.37037037037
marathahalli,957.0,2,47.0,2,4911.180773249739
marathahalli,1230.0,2,57.0,2,4634.1463414634145
marathahalli,1200.0,2,58.0,2,4833.333333333333
marathahalli,607.0,1,35.0,1,5766.062602965404
marathahalli,1583.0,3,109.0,3,6885.6601389766265
marathahalli,1075.0,2,52.43,2,4877.209302325581
marathahalli,1360.0,2,103.0,2,7573.529411764706
marathahalli,1220.0,2,58.5,2,4795.081967213115
marathahalli,950.0,2,45.68,2,4808.421052631579
marathahalli,615.0,1,44.0,1,7154.471544715447
marathahalli,1595.0,3,90.0,3,5642.633228840125
marathahalli,1350.0,2,89.0,2,6592.592592592592
marathahalli,1020.0,2,57.0,2,5588.235294117647
marathahalli,1600.0,3,88.0,2,5500.0
marathahalli,780.0,1,55.0,1,7051.282051282052
marathahalli,1710.0,3,100.0,3,5847.953216374269
marathahalli,1358.0,2,81.0,2,5964.653902798233
marathahalli,1205.0,2,75.0,2,6224.066390041494
marathahalli,1730.0,3,110.0,3,6358.381502890174
marathahalli,1583.0,3,115.0,3,7264.687302590019
marathahalli,1200.0,2,67.0,2,5583.333333333333
marathahalli,1095.0,2,60.0,2,5479.45205479452
marathahalli,1060.0,2,48.0,2,4528.301886792453
marathahalli,1050.0,2,65.0,2,6190.476190476191
marathahalli,1026.0,2,49.95,2,4868.421052631579
marathahalli,1220.0,2,59.0,2,4836.065573770492
marathahalli,881.0,2,48.06,2,5455.16458569807
marathahalli,1680.0,3,105.0,3,6250.0
marathahalli,1910.0,3,119.0,3,6230.366492146597
marathahalli,1602.0,2,104.0,2,6491.8851435705365
marathahalli,700.0,1,38.0,1,5428.571428571428
marathahalli,1690.0,3,116.0,3,6863.905325443787
marathahalli,1065.0,2,55.0,2,5164.319248826291
marathahalli,1693.0,3,125.0,3,7383.343177790904
marathahalli,1196.0,2,57.9,2,4841.13712374582
marathahalli,1595.0,3,88.0,3,5517.241379310345
marathahalli,2122.0,3,125.0,3,5890.66918001885
marathahalli,1730.0,3,115.0,3,6647.398843930636
marathahalli,1125.0,2,55.0,2,4888.888888888889
marathahalli,1950.0,3,115.0,3,5897.4358974358975
marathahalli,1250.0,2,68.0,2,5440.0
marathahalli,1125.0,2,56.8,2,5048.888888888889
marathahalli,1350.0,2,90.0,2,6666.666666666667
marathahalli,1200.0,2,53.0,2,4416.666666666667
marathahalli,2500.0,5,175.0,4,7000.0
marathahalli,1350.0,2,60.0,2,4444.444444444444
marathahalli,3400.0,4,235.0,4,6911.764705882353
marathahalli,1350.0,2,99.0,2,7333.333333333333
marathahalli,1285.0,2,55.0,2,4280.155642023346
marathahalli,2500.0,5,181.0,4,7240.0
marathahalli,3800.0,4,235.0,4,6184.210526315789
marathahalli,3951.0,4,230.0,4,5821.311060491015
marathahalli,1125.0,2,54.8,2,4871.111111111111
marathahalli,1700.0,3,126.0,3,7411.764705882353
marathahalli,1270.0,2,73.0,2,5748.031496062992
marathahalli,950.0,2,46.7,2,4915.789473684211
marathahalli,1550.0,3,85.0,3,5483.870967741936
marathahalli,1144.0,2,65.0,2,5681.818181818182
marathahalli,1240.0,2,55.0,2,4435.4838709677415
marathahalli,1100.0,2,75.0,1,6818.181818181818
marathahalli,1156.0,2,52.0,2,4498.269896193771
marathahalli,2524.0,5,180.0,4,7131.537242472266
marathahalli,1135.0,2,60.0,2,5286.343612334802
marathahalli,1839.0,3,130.0,3,7069.0592713431215
marathahalli,1170.0,2,85.0,2,7264.957264957265
marathahalli,1108.0,2,60.0,3,5415.162454873646
marathahalli,1449.0,3,110.0,3,7591.44237405107
marathahalli,1360.0,2,101.0,2,7426.470588235294
marathahalli,1026.0,2,50.18,2,4890.83820662768
marathahalli,1270.0,2,80.0,2,6299.212598425197
marathahalli,1100.0,2,50.0,2,4545.454545454545
marathahalli,1196.0,2,57.95,2,4845.3177257525085
marathahalli,1485.0,2,90.0,3,6060.606060606061
marathahalli,1146.0,2,69.0,2,6020.942408376964
margondanahalli,1090.0,2,58.0,2,5321.100917431193
margondanahalli,1200.0,2,58.5,2,4875.0
margondanahalli,1200.0,2,67.0,2,5583.333333333333
margondanahalli,1000.0,2,57.0,2,5700.0
margondanahalli,600.0,2,35.0,2,5833.333333333333
margondanahalli,1200.0,2,69.0,2,5750.0
margondanahalli,900.0,2,49.0,2,5444.444444444444
margondanahalli,1140.0,2,60.0,2,5263.1578947368425
margondanahalli,1100.0,2,55.0,2,5000.0
margondanahalli,1152.0,1,66.0,2,5729.166666666667
margondanahalli,1200.0,2,65.0,2,5416.666666666667
margondanahalli,1050.0,2,58.0,2,5523.809523809524
margondanahalli,1160.0,2,65.0,2,5603.448275862069
margondanahalli,1334.0,2,67.76,2,5079.460269865068
mico layout,5000.0,9,210.0,9,4200.0
mico layout,1550.0,2,65.0,3,4193.548387096775
mico layout,1125.0,2,40.0,2,3555.5555555555557
mico layout,1190.0,2,39.25,2,3298.3193277310925
mico layout,800.0,1,29.5,1,3687.5
mico layout,1250.0,2,44.0,3,3520.0
mico layout,1171.0,2,39.0,2,3330.486763450043
mico layout,1200.0,2,53.5,2,4458.333333333333
mico layout,1670.0,3,59.0,3,3532.934131736527
mico layout,1140.0,2,43.0,2,3771.9298245614036
munnekollal,1170.0,2,52.0,2,4444.444444444444
munnekollal,1102.0,2,53.67,2,4870.235934664247
munnekollal,1390.0,3,68.0,3,4892.086330935252
munnekollal,1200.0,2,49.5,2,4125.0
munnekollal,950.0,2,46.5,2,4894.736842105263
munnekollal,1560.0,3,75.0,3,4807.692307692308
munnekollal,1750.0,3,86.5,3,4942.857142857143
munnekollal,1385.0,2,66.5,3,4801.444043321299
munnekollal,1080.0,2,45.0,2,4166.666666666667
munnekollal,1170.0,2,59.0,2,5042.735042735043
munnekollal,1200.0,2,57.9,3,4825.0
munnekollal,1030.0,2,50.36,2,4889.320388349514
murugeshpalya,1296.0,2,81.0,2,6250.0
murugeshpalya,1550.0,3,74.0,3,4774.193548387097
murugeshpalya,1845.0,3,91.0,3,4932.249322493225
murugeshpalya,1185.0,2,85.0,2,7172.995780590717
murugeshpalya,1225.0,2,48.0,2,3918.3673469387754
murugeshpalya,1930.0,3,75.0,3,3886.0103626943005
murugeshpalya,1600.0,2,65.0,3,4062.5
murugeshpalya,1344.0,2,56.0,3,4166.666666666667
murugeshpalya,1500.0,2,70.0,3,4666.666666666667
murugeshpalya,1855.0,3,96.0,3,5175.202156334231
murugeshpalya,1175.0,2,75.0,2,6382.978723404255
mysore road,1175.0,2,73.5,2,6255.31914893617
mysore road,1710.0,4,91.31,3,5339.766081871345
mysore road,1020.0,2,48.95,2,4799.019607843137
mysore road,1070.0,2,45.0,2,4205.607476635514
mysore road,1239.0,2,53.0,2,4277.643260694108
mysore road,1060.0,2,62.0,2,5849.056603773585
mysore road,980.0,2,45.47,2,4639.7959183673465
mysore road,883.0,2,40.0,2,4530.011325028313
mysore road,1525.0,3,96.0,3,6295.081967213115
mysore road,1200.0,2,65.0,2,5416.666666666667
mysore road,883.0,2,40.95,2,4637.5990939977355
mysore road,1070.0,2,49.65,2,4640.186915887851
mysore road,883.0,2,50.0,2,5662.5141562853905
mysore road,1155.0,2,51.0,2,4415.584415584415
mysore road,1003.0,2,43.0,2,4287.138584247258
mysore road,1237.0,2,73.0,2,5901.3742926434925
mysore road,883.0,2,45.0,2,5096.262740656852
mysore road,1170.0,2,65.0,2,5555.555555555556
mysore road,1029.5,2,50.855,2,4939.776590577951
mysore road,940.0,2,43.61,2,4639.36170212766
mysore road,1568.0,2,100.0,3,6377.551020408163
mysore road,1175.0,2,70.5,2,6000.0
mysore road,1080.0,2,60.0,3,5555.555555555556
mysore road,883.0,2,37.0,2,4190.260475651189
nagarbhavi,1630.0,2,98.0,3,6012.269938650306
nagarbhavi,1350.0,3,150.0,3,11111.111111111111
nagarbhavi,1200.0,2,150.0,2,12500.0
nagarbhavi,2400.0,3,160.0,3,6666.666666666667
nagarbhavi,884.0,2,36.0,1,4072.398190045249
nagarbhavi,1055.0,2,55.0,2,5213.270142180095
nagarbhavi,1223.0,2,60.0,2,4905.968928863451
nagarbhavi,956.0,2,49.0,2,5125.523012552301
nagarbhavi,1400.0,2,85.0,3,6071.428571428572
nagarbhavi,1145.0,2,40.0,2,3493.4497816593885
nagarbhavi,300.0,1,20.0,1,6666.666666666667
nagarbhavi,1250.0,3,175.0,4,14000.0
nagarbhavi,710.0,2,40.0,1,5633.802816901409
nagarbhavi,1212.0,2,50.0,2,4125.412541254125
nagarbhavi,1020.0,2,55.0,2,5392.156862745098
nagarbhavi,1120.0,2,53.0,2,4732.142857142857
nagarbhavi,1146.0,2,50.0,2,4363.001745200698
nagarbhavi,1190.0,2,63.0,2,5294.117647058823
nagarbhavi,1050.0,2,80.0,2,7619.047619047619
nagarbhavi,2500.0,3,180.0,5,7200.0
nagarbhavi,1250.0,3,170.0,2,13600.0
nagarbhavi,1400.0,2,135.0,3,9642.857142857143
nagarbhavi,1100.0,2,46.2,2,4200.0
nagarbhavi,1080.0,2,49.0,2,4537.037037037037
nagarbhavi,1800.0,3,180.0,4,10000.0
nagarbhavi,1225.0,2,58.0,2,4734.693877551021
nagasandra,980.0,2,48.0,2,4897.959183673469
nagasandra,2400.0,4,145.0,4,6041.666666666667
nagasandra,1650.0,3,95.0,3,5757.575757575758
nagasandra,1500.0,2,91.0,2,6066.666666666667
nagavara,400.0,1,14.0,1,3500.0
nagavara,2172.65,3,120.0,4,5523.208984419948
nagavara,2319.0,3,180.0,3,7761.966364812419
nagavara,2430.0,4,180.0,3,7407.407407407408
nagavara,936.0,2,40.2,2,4294.871794871795
nagavara,1125.0,2,44.5,2,3955.5555555555557
nagavara,1315.0,2,70.0,2,5323.19391634981
nagavara,1077.0,2,50.0,2,4642.525533890436
nagavara,2496.0,4,125.0,4,5008.01282051282
nagavara,1110.0,2,44.95,2,4049.5495495495497
nagavara,1247.0,2,58.56,2,4696.0705693664795
nagavarapalya,1392.0,2,99.0,2,7112.068965517241
nagavarapalya,705.0,1,52.5,1,7446.808510638298
nagavarapalya,1300.0,3,80.0,3,6153.846153846154
nagavarapalya,705.0,1,57.0,1,8085.106382978724
nagavarapalya,705.0,1,55.0,1,7801.418439716312
